second;engine speed (rpm);vehicle speed (km/h);engine temperature (C);Fuel Amount (L);CO2 Emission;CoolantTemp;Torque;KmPerLiter
2017;1125;90;168,75;26,29359293;64;119;130;8.35
2018;1125;90;168,75;26,27091453;66;117;179;7.46
2019;1125;90;168,75;26,24823612;78;144;111;12.0
2020;1250;100;187,5;26,2230379;51;111;184;6.52
2021;1250;100;187,5;26,19783967;95;113;125;8.51
2022;1250;100;187,5;26,17264145;77;100;134;9.24
2023;1250;100;187,5;26,14744322;51;146;199;11.18
2024;1250;100;187,5;26,12224499;65;124;151;11.76
2025;1250;100;187,5;26,09704677;52;98;181;9.98
2026;600;48;90;26,08495162;82;135;119;9.79
2027;600;48;90;26,07285647;50;145;100;10.62
2028;600;48;90;26,06076132;77;131;194;7.31
2029;437,5;35;65,625;26,05194194;61;104;159;8.53
2030;275;22;41,25;26,04639833;80;116;188;8.05
2031;837,5;67;125,625;26,02951552;64;124;147;9.92
2032;837,5;67;125,625;26,01263271;99;129;111;9.07
2033;1087,5;87;163,125;25,99071025;65;96;175;7.41
2034;1087,5;87;163,125;25,9687878;63;117;157;9.0
2035;1087,5;87;163,125;25,94686534;59;98;129;7.9
2036;1087,5;87;163,125;25,92494288;84;138;163;12.92
2037;1087,5;87;163,125;25,90302043;78;113;124;12.67
2038;537,5;43;80,625;25,89218519;60;90;124;11.92
2039;287,5;23;43,125;25,8863896;80;98;106;12.53
2040;700;56;105;25,87227859;79;114;163;7.85
2041;975;78;146,25;25,85262398;82;136;114;7.17
2042;975;78;146,25;25,83296936;59;112;161;11.16
2043;975;78;146,25;25,81331474;89;114;190;6.97
2044;975;78;146,25;25,79366013;50;93;194;10.0
2045;975;78;146,25;25,77400551;83;137;126;12.08
2046;1225;98;183,75;25,74931125;83;123;176;8.45
2047;1225;98;183,75;25,72461699;52;98;149;6.74
2048;1225;98;183,75;25,69992273;74;118;148;9.23
2049;1225;98;183,75;25,67522846;51;139;197;10.57
2050;950;76;142,5;25,65607781;85;96;199;6.27
2051;950;76;142,5;25,63692716;97;121;112;6.56
2052;950;76;142,5;25,61777651;89;113;189;11.54
2053;700;56;105;25,6036655;81;145;185;6.99
2054;700;56;105;25,5895545;58;143;147;9.63
2055;700;56;105;25,57544349;58;142;146;10.33
2056;562,5;45;84,375;25,56410429;56;112;179;8.1
2057;562,5;45;84,375;25,55276509;85;144;109;10.25
2058;150;12;22,5;25,5497413;68;148;175;8.8
2059;287,5;23;43,125;25,54394571;50;95;194;12.06
2060;425;34;63,75;25,53537831;81;144;118;12.52
2061;562,5;45;84,375;25,52403911;60;142;167;9.25
2062;812,5;65;121,875;25,50766026;50;125;191;8.69
2063;1000;80;150;25,48750168;90;102;159;10.72
2064;1000;80;150;25,4673431;62;130;102;6.8
2065;1000;80;150;25,44718452;90;97;196;8.55
2066;1000;80;150;25,42702594;69;136;120;6.57
2067;1000;80;150;25,40686736;83;134;160;10.77
2068;1087,5;87;163,125;25,3849449;55;92;107;11.48
2069;1087,5;87;163,125;25,36302244;86;110;120;7.79
2070;1087,5;87;163,125;25,34109999;50;110;105;11.61
2071;1087,5;87;163,125;25,31917753;58;142;149;10.18
2072;1150;92;172,5;25,29599516;82;110;101;7.59
2073;1150;92;172,5;25,27281279;50;126;149;8.99
2074;1162,5;93;174,375;25,24937844;50;97;150;10.99
2075;1162,5;93;174,375;25,22594409;60;130;114;12.47
2076;962,5;77;144,375;25,20654146;89;102;140;6.4
2077;962,5;77;144,375;25,18713883;61;142;147;10.19
2078;962,5;77;144,375;25,16773619;60;106;141;9.28
2079;975;78;146,25;25,14808158;82;99;178;10.27
2080;1087,5;87;163,125;25,12615912;66;103;179;8.43
2081;1087,5;87;163,125;25,10423666;66;127;161;9.29
2082;1087,5;87;163,125;25,08231421;96;120;137;7.23
2083;1087,5;87;163,125;25,06039175;51;124;188;8.35
2084;1087,5;87;163,125;25,03846929;89;132;193;9.05
2085;1087,5;87;163,125;25,01654684;99;92;182;12.05
2086;1087,5;87;163,125;24,99462438;66;133;192;11.54
2087;975;78;146,25;24,97496976;98;115;111;12.48
2088;975;78;146,25;24,95531515;54;100;132;8.45
2089;975;78;146,25;24,93566053;94;96;123;7.67
2090;975;78;146,25;24,91600591;83;114;146;6.16
2091;875;70;131,25;24,89836715;67;122;153;12.37
2092;875;70;131,25;24,8807284;84;119;170;7.51
2093;875;70;131,25;24,86308964;62;116;129;11.4
2094;875;70;131,25;24,84545088;77;131;100;12.32
2095;875;70;131,25;24,82781212;53;147;167;9.93
2096;812,5;65;121,875;24,81143328;77;148;158;9.65
2097;812,5;65;121,875;24,79505443;61;94;144;8.49
2098;812,5;65;121,875;24,77867558;65;92;195;12.02
2099;812,5;65;121,875;24,76229673;61;94;131;9.16
2100;812,5;65;121,875;24,74591789;80;149;120;9.03
2101;812,5;65;121,875;24,72953904;77;149;192;9.83
2102;750;60;112,5;24,7144201;86;148;112;11.0
2103;750;60;112,5;24,69930117;99;129;153;12.17
2104;750;60;112,5;24,68418223;77;96;191;7.89
2105;750;60;112,5;24,6690633;65;92;103;12.97
2106;750;60;112,5;24,65394436;74;116;197;12.17
2107;875;70;131,25;24,6363056;74;112;163;12.21
2108;875;70;131,25;24,61866685;84;119;155;10.0
2109;875;70;131,25;24,60102809;81;106;196;6.71
2110;875;70;131,25;24,58338933;73;128;143;12.48
2111;875;70;131,25;24,56575057;94;133;145;6.61
2112;875;70;131,25;24,54811181;71;93;142;6.62
2113;875;70;131,25;24,53047305;71;96;150;12.95
2114;875;70;131,25;24,5128343;72;90;135;8.54
2115;875;70;131,25;24,49519554;71;139;131;10.54
2116;875;70;131,25;24,47755678;54;104;111;9.25
2117;812,5;65;121,875;24,46117793;73;107;141;8.68
2118;812,5;65;121,875;24,44479909;82;116;139;9.57
2119;812,5;65;121,875;24,42842024;97;97;164;8.02
2120;812,5;65;121,875;24,41204139;99;90;107;6.06
2121;562,5;45;84,375;24,40070219;93;117;123;7.87
2122;562,5;45;84,375;24,38936299;81;100;177;11.17
2123;562,5;45;84,375;24,37802379;80;104;102;9.81
2124;562,5;45;84,375;24,36668459;99;144;113;11.24
2125;562,5;45;84,375;24,35534538;91;135;199;10.28
2126;187,5;15;28,125;24,35156565;94;126;155;8.41
2127;187,5;15;28,125;24,34778592;65;94;103;11.7
2128;562,5;45;84,375;24,33644671;86;125;133;6.92
2129;687,5;55;103,125;24,32258769;98;112;160;8.16
2130;687,5;55;103,125;24,30872867;83;94;179;10.11
2131;687,5;55;103,125;24,29486964;68;124;158;9.56
2132;812,5;65;121,875;24,27849079;50;113;169;8.39
2133;812,5;65;121,875;24,26211195;82;145;111;10.82
2134;812,5;65;121,875;24,2457331;62;144;183;8.05
2135;812,5;65;121,875;24,22935425;81;116;163;10.56
2136;812,5;65;121,875;24,21297541;66;131;143;11.94
2137;812,5;65;121,875;24,19659656;69;110;114;6.99
2138;812,5;65;121,875;24,18021771;52;111;193;11.0
2139;950;76;142,5;24,16106706;92;96;182;9.97
2140;950;76;142,5;24,14191641;51;93;107;10.86
2141;950;76;142,5;24,12276576;96;112;118;12.17
2142;950;76;142,5;24,10361511;96;97;184;7.88
2143;962,5;77;144,375;24,08421247;83;138;103;11.1
2144;962,5;77;144,375;24,06480984;94;118;177;7.95
2145;962,5;77;144,375;24,0454072;98;142;161;8.34
2146;962,5;77;144,375;24,02600457;59;97;175;8.23
2147;962,5;77;144,375;24,00660194;70;116;184;6.95
2148;1087,5;87;163,125;23,98467948;65;144;113;7.65
2149;1087,5;87;163,125;23,96275702;76;121;114;11.81
2150;1087,5;87;163,125;23,94083457;58;115;199;9.43
2151;1087,5;87;163,125;23,91891211;84;117;199;11.72
2152;712,5;57;106,875;23,90454912;68;130;158;6.09
2153;712,5;57;106,875;23,89018613;75;96;137;10.29
2154;712,5;57;106,875;23,87582314;72;99;140;6.61
2155;712,5;57;106,875;23,86146015;83;98;128;9.49
2156;712,5;57;106,875;23,84709716;97;131;172;8.21
2157;812,5;65;121,875;23,83071832;70;138;122;6.15
2158;812,5;65;121,875;23,81433947;72;147;189;9.05
2159;812,5;65;121,875;23,79796062;80;128;142;9.12
2160;975;78;146,25;23,77830601;58;141;178;11.27
2161;975;78;146,25;23,75865139;99;142;190;6.79
2162;975;78;146,25;23,73899677;94;110;192;12.92
2163;975;78;146,25;23,71934216;87;130;165;12.63
2164;975;78;146,25;23,69968754;56;115;144;6.86
2165;975;78;146,25;23,68003293;52;130;107;6.96
2166;975;78;146,25;23,66037831;83;139;169;11.43
2167;937,5;75;140,625;23,64147964;91;111;105;6.81
2168;937,5;75;140,625;23,62258097;72;136;171;10.0
2169;937,5;75;140,625;23,6036823;59;107;149;10.01
2170;937,5;75;140,625;23,58478363;74;148;107;9.06
2171;937,5;75;140,625;23,56588496;78;106;139;10.19
2172;812,5;65;121,875;23,54950611;80;94;102;9.91
2173;812,5;65;121,875;23,53312727;88;145;105;6.73
2174;812,5;65;121,875;23,51674842;90;106;182;11.95
2175;812,5;65;121,875;23,50036957;82;117;142;9.65
2176;700;56;105;23,48625857;71;149;177;9.78
2177;700;56;105;23,47214756;51;132;112;10.28
2178;700;56;105;23,45803655;79;107;189;9.31
2179;700;56;105;23,44392555;86;149;167;8.15
2180;700;56;105;23,42981454;89;98;153;11.17
2181;700;56;105;23,41570353;56;102;169;7.58
2182;575;46;86,25;23,40411235;50;109;192;7.15
2183;575;46;86,25;23,39252117;88;147;125;7.28
2184;575;46;86,25;23,38092998;95;115;103;7.42
2185;712,5;57;106,875;23,36656699;96;141;125;11.32
2186;712,5;57;106,875;23,352204;52;99;174;10.02
2187;712,5;57;106,875;23,33784102;74;105;116;9.5
2188;712,5;57;106,875;23,32347803;75;143;199;12.18
2189;712,5;57;106,875;23,30911504;62;141;113;9.67
2190;825;66;123,75;23,29248421;87;112;160;10.94
2191;825;66;123,75;23,27585338;89;128;186;7.05
2192;825;66;123,75;23,25922255;94;123;177;12.69
2193;825;66;123,75;23,24259172;88;135;188;6.82
2194;825;66;123,75;23,22596089;85;148;165;11.34
2195;950;76;142,5;23,20681024;94;106;153;12.57
2196;950;76;142,5;23,18765959;62;101;119;10.3
2197;687,5;55;103,125;23,17380056;73;92;121;8.08
2198;687,5;55;103,125;23,15994154;56;135;174;11.74
2199;562,5;45;84,375;23,14860234;65;113;176;12.5
2200;562,5;45;84,375;23,13726314;77;121;170;10.74
2201;562,5;45;84,375;23,12592393;97;132;196;8.06
2202;662,5;53;99,375;23,11256888;88;111;175;10.82
2203;662,5;53;99,375;23,09921382;90;146;188;10.5
2204;662,5;53;99,375;23,08585876;64;95;130;8.2
2205;287,5;23;43,125;23,08006316;57;95;156;12.49
2206;400;32;60;23,07199973;61;138;180;11.73
2207;525;42;78,75;23,06141648;67;148;191;11.85
2208;275;22;41,25;23,05587287;99;147;105;6.63
2209;162,5;13;24,375;23,0525971;82;132;169;12.08
2210;62,5;5;9,375;23,05133719;64;93;198;9.51
2211;187,5;15;28,125;23,04755745;83;101;113;7.48
2212;62,5;5;9,375;23,04629754;84;125;148;6.12
2213;187,5;15;28,125;23,04251781;79;126;105;7.34
2214;937,5;75;140,625;23,02361914;54;149;114;9.31
2215;1062,5;85;159,375;23,00220065;61;118;170;8.49
2216;1125;90;168,75;22,97952224;73;117;137;7.45
2217;1125;90;168,75;22,95684384;95;104;144;10.51
2218;1125;90;168,75;22,93416543;50;140;116;8.55
2219;1125;90;168,75;22,91148703;53;119;120;11.47
2220;1125;90;168,75;22,88880863;84;110;130;9.72
2221;1250;100;187,5;22,8636104;80;96;146;10.56
2222;1250;100;187,5;22,83841218;59;131;161;6.28
2223;1250;100;187,5;22,81321395;70;111;117;11.92
2224;1250;100;187,5;22,78801572;88;123;127;12.29
2225;1250;100;187,5;22,7628175;58;130;144;12.26
2226;1250;100;187,5;22,73761927;86;107;174;10.91
2227;600;48;90;22,72552412;95;95;154;11.19
2228;600;48;90;22,71342897;75;138;182;11.92
2229;600;48;90;22,70133383;74;119;112;7.76
2230;437,5;35;65,625;22,69251445;89;146;174;9.59
2231;275;22;41,25;22,68697084;95;126;192;7.32
2232;837,5;67;125,625;22,67008803;82;110;144;6.25
2233;837,5;67;125,625;22,65320521;69;98;151;7.08
2234;1087,5;87;163,125;22,63128276;79;129;147;8.57
2235;1087,5;87;163,125;22,6093603;59;112;103;6.53
2236;1087,5;87;163,125;22,58743784;87;128;101;10.61
2237;1087,5;87;163,125;22,56551539;81;104;192;11.94
2238;1087,5;87;163,125;22,54359293;98;92;114;8.56
2239;537,5;43;80,625;22,53275769;73;139;105;9.91
2240;287,5;23;43,125;22,5269621;87;114;113;12.63
2241;700;56;105;22,5128511;84;144;119;8.19
2242;975;78;146,25;22,49319648;51;90;177;7.14
2243;975;78;146,25;22,47354186;65;103;181;12.48
2244;975;78;146,25;22,45388725;54;92;177;11.68
2245;975;78;146,25;22,43423263;99;142;159;8.2
2246;975;78;146,25;22,41457801;97;120;157;6.8
2247;1225;98;183,75;22,38988375;90;99;170;9.57
2248;1225;98;183,75;22,36518949;92;113;161;12.21
2249;1225;98;183,75;22,34049523;85;100;105;9.38
2250;1225;98;183,75;22,31580097;58;129;189;8.74
2251;950;76;142,5;22,29665032;98;98;167;9.8
2252;950;76;142,5;22,27749966;61;98;185;11.07
2253;950;76;142,5;22,25834901;57;132;198;11.06
2254;700;56;105;22,24423801;91;91;112;11.11
2255;700;56;105;22,230127;63;128;136;6.07
2256;700;56;105;22,21601599;88;145;107;6.31
2257;562,5;45;84,375;22,20467679;93;148;152;10.0
2258;562,5;45;84,375;22,19333759;69;96;185;8.59
2259;150;12;22,5;22,1903138;96;144;159;8.12
2260;287,5;23;43,125;22,18451821;55;105;131;9.28
2261;425;34;63,75;22,17595081;97;144;142;8.54
2262;562,5;45;84,375;22,16461161;66;107;185;12.98
2263;812,5;65;121,875;22,14823276;55;99;149;12.09
2264;1000;80;150;22,12807418;90;130;142;7.19
2265;1000;80;150;22,1079156;89;134;134;10.05
2266;1000;80;150;22,08775702;88;106;198;6.95
2267;1000;80;150;22,06759844;87;148;196;12.11
2268;1000;80;150;22,04743986;90;137;188;12.74
2269;1087,5;87;163,125;22,0255174;71;128;160;9.8
2270;1087,5;87;163,125;22,00359495;69;126;131;10.87
2271;1087,5;87;163,125;21,98167249;73;119;190;7.74
2272;1087,5;87;163,125;21,95975003;93;105;118;8.02
2273;1150;92;172,5;21,93656767;63;133;170;8.54
2274;1150;92;172,5;21,9133853;55;136;187;12.54
2275;1162,5;93;174,375;21,88995095;76;125;179;12.34
2276;1162,5;93;174,375;21,8665166;84;133;122;12.3
2277;962,5;77;144,375;21,84711396;55;145;122;10.45
2278;962,5;77;144,375;21,82771133;88;131;132;10.62
2279;962,5;77;144,375;21,8083087;84;125;165;10.07
2280;975;78;146,25;21,78865408;61;110;134;6.37
2281;1087,5;87;163,125;21,76673162;88;102;120;6.3
2282;1087,5;87;163,125;21,74480917;72;138;157;8.84
2283;1087,5;87;163,125;21,72288671;84;101;178;12.32
2284;1087,5;87;163,125;21,70096425;55;112;143;8.85
2285;1087,5;87;163,125;21,6790418;69;111;116;8.66
2286;1087,5;87;163,125;21,65711934;53;100;190;9.57
2287;1087,5;87;163,125;21,63519688;85;92;187;8.07
2288;975;78;146,25;21,61554227;70;99;165;7.91
2289;975;78;146,25;21,59588765;73;133;123;7.56
2290;975;78;146,25;21,57623303;72;94;131;11.76
2291;975;78;146,25;21,55657842;74;131;144;12.78
2292;875;70;131,25;21,53893966;81;116;121;6.99
2293;875;70;131,25;21,5213009;84;138;156;7.89
2294;875;70;131,25;21,50366214;55;106;155;7.38
2295;875;70;131,25;21,48602338;60;100;131;6.98
2296;875;70;131,25;21,46838463;63;121;131;11.56
2297;812,5;65;121,875;21,45200578;93;119;106;6.03
2298;812,5;65;121,875;21,43562693;61;118;126;6.86
2299;812,5;65;121,875;21,41924808;76;138;182;7.65
2300;812,5;65;121,875;21,40286924;77;117;170;9.29
2301;812,5;65;121,875;21,38649039;98;145;186;11.0
2302;812,5;65;121,875;21,37011154;98;116;101;7.79
2303;750;60;112,5;21,35499261;74;116;189;11.85
2304;750;60;112,5;21,33987367;51;149;151;9.11
2305;750;60;112,5;21,32475474;81;127;186;6.13
2306;750;60;112,5;21,3096358;53;108;120;12.65
2307;750;60;112,5;21,29451687;81;98;124;10.69
2308;875;70;131,25;21,27687811;87;118;153;10.54
2309;875;70;131,25;21,25923935;51;111;195;11.28
2310;875;70;131,25;21,24160059;91;103;105;6.23
2311;875;70;131,25;21,22396183;59;125;126;12.95
2312;875;70;131,25;21,20632307;62;136;148;12.69
2313;875;70;131,25;21,18868432;82;139;197;12.01
2314;875;70;131,25;21,17104556;87;93;118;9.02
2315;875;70;131,25;21,1534068;77;119;156;11.69
2316;875;70;131,25;21,13576804;55;120;161;9.05
2317;875;70;131,25;21,11812928;65;92;173;8.6
2318;812,5;65;121,875;21,10175044;95;98;197;6.52
2319;812,5;65;121,875;21,08537159;57;130;186;12.5
2320;812,5;65;121,875;21,06899274;90;142;154;12.24
2321;812,5;65;121,875;21,0526139;76;100;126;11.9
2322;562,5;45;84,375;21,04127469;67;146;163;12.21
2323;562,5;45;84,375;21,02993549;89;127;165;11.42
2324;562,5;45;84,375;21,01859629;87;117;111;8.61
2325;562,5;45;84,375;21,00725709;95;98;101;11.25
2326;562,5;45;84,375;20,99591789;71;143;131;7.24
2327;187,5;15;28,125;20,99213815;77;96;153;6.73
2328;187,5;15;28,125;20,98835842;59;92;167;8.63
2329;562,5;45;84,375;20,97701922;81;115;185;9.48
2330;687,5;55;103,125;20,96316019;56;148;187;7.96
2331;687,5;55;103,125;20,94930117;66;126;145;8.97
2332;687,5;55;103,125;20,93544214;61;142;154;6.57
2333;812,5;65;121,875;20,9190633;96;129;168;9.09
2334;812,5;65;121,875;20,90268445;64;124;187;10.71
2335;812,5;65;121,875;20,8863056;65;105;125;8.48
2336;812,5;65;121,875;20,86992676;54;109;116;6.3
2337;812,5;65;121,875;20,85354791;66;93;135;6.3
2338;812,5;65;121,875;20,83716906;87;137;147;11.18
2339;812,5;65;121,875;20,82079022;78;101;148;8.35
2340;950;76;142,5;20,80163956;89;96;191;7.91
2341;950;76;142,5;20,78248891;98;108;122;6.58
2342;950;76;142,5;20,76333826;88;98;123;11.99
2343;950;76;142,5;20,74418761;96;130;163;6.2
2344;962,5;77;144,375;20,72478498;61;124;107;6.27
2345;962,5;77;144,375;20,70538234;94;140;164;12.17
2346;962,5;77;144,375;20,68597971;80;100;145;7.15
2347;962,5;77;144,375;20,66657707;80;118;122;9.14
2348;962,5;77;144,375;20,64717444;78;135;107;11.89
2349;1087,5;87;163,125;20,62525198;54;140;109;6.71
2350;1087,5;87;163,125;20,60332953;59;137;166;10.15
2351;1087,5;87;163,125;20,58140707;94;91;113;8.81
2352;1087,5;87;163,125;20,55948461;99;92;188;6.27
2353;712,5;57;106,875;20,54512162;96;139;167;8.56
2354;712,5;57;106,875;20,53075863;98;108;142;9.38
2355;712,5;57;106,875;20,51639565;89;124;195;11.96
2356;712,5;57;106,875;20,50203266;94;105;182;8.23
2357;712,5;57;106,875;20,48766967;52;142;190;12.72
2358;812,5;65;121,875;20,47129082;71;106;191;10.17
2359;812,5;65;121,875;20,45491197;79;111;141;9.16
2360;812,5;65;121,875;20,43853313;78;98;174;7.47
2361;975;78;146,25;20,41887851;72;100;101;6.5
2362;975;78;146,25;20,39922389;54;113;166;12.5
2363;975;78;146,25;20,37956928;71;101;106;8.3
2364;975;78;146,25;20,35991466;58;115;159;7.57
2365;975;78;146,25;20,34026005;85;115;130;9.81
2366;975;78;146,25;20,32060543;54;115;145;12.73
2367;975;78;146,25;20,30095081;68;98;128;7.44
2368;937,5;75;140,625;20,28205214;91;134;105;11.55
2369;937,5;75;140,625;20,26315347;58;112;125;9.26
2370;937,5;75;140,625;20,2442548;97;97;156;7.87
2371;937,5;75;140,625;20,22535613;94;128;145;9.55
2372;937,5;75;140,625;20,20645747;62;124;104;8.11
2373;812,5;65;121,875;20,19007862;89;101;138;10.96
2374;812,5;65;121,875;20,17369977;69;142;170;7.02
2375;812,5;65;121,875;20,15732092;84;121;135;8.69
2376;812,5;65;121,875;20,14094208;74;113;156;9.28
2377;700;56;105;20,12683107;98;140;125;6.57
2378;700;56;105;20,11272006;52;139;125;11.5
2379;700;56;105;20,09860906;97;133;167;9.97
2380;700;56;105;20,08449805;97;95;161;8.97
2381;700;56;105;20,07038704;97;125;140;8.9
2382;700;56;105;20,05627604;91;134;194;10.96
2383;575;46;86,25;20,04468485;98;138;160;12.58
2384;575;46;86,25;20,03309367;72;96;154;12.82
2385;575;46;86,25;20,02150249;73;124;111;7.86
2386;712,5;57;106,875;20,0071395;60;124;179;9.55
2387;712,5;57;106,875;19,99277651;61;138;178;8.94
2388;712,5;57;106,875;19,97841352;57;100;113;6.26
2389;712,5;57;106,875;19,96405053;82;96;191;10.0
2390;712,5;57;106,875;19,94968754;77;115;178;11.48
2391;825;66;123,75;19,93305671;50;94;133;9.6
2392;825;66;123,75;19,91642588;93;119;117;9.66
2393;825;66;123,75;19,89979505;56;116;129;7.25
2394;825;66;123,75;19,88316423;90;148;119;12.84
2395;825;66;123,75;19,8665334;62;117;172;7.72
2396;950;76;142,5;19,84738274;55;143;150;8.09
2397;950;76;142,5;19,82823209;98;111;110;9.04
2398;687,5;55;103,125;19,81437307;52;98;147;9.14
2399;687,5;55;103,125;19,80051404;85;120;108;9.27
2400;562,5;45;84,375;19,78917484;98;115;139;8.96
2401;562,5;45;84,375;19,77783564;56;108;145;12.29
2402;562,5;45;84,375;19,76649644;55;133;172;11.38
2403;662,5;53;99,375;19,75314138;93;130;129;6.04
2404;662,5;53;99,375;19,73978632;95;136;112;11.22
2405;662,5;53;99,375;19,72643126;57;93;168;8.82
2406;287,5;23;43,125;19,72063567;69;122;194;12.28
2407;400;32;60;19,71257223;98;113;109;8.52
2408;525;42;78,75;19,70198898;97;116;182;12.49
2409;275;22;41,25;19,69644537;78;121;185;9.31
2410;162,5;13;24,375;19,6931696;70;124;132;10.97
2411;62,5;5;9,375;19,69190969;70;123;115;8.43
2412;187,5;15;28,125;19,68812996;81;144;166;7.28
2413;62,5;5;9,375;19,68687004;67;126;177;7.06
2414;187,5;15;28,125;19,68309031;63;148;123;9.7
2415;937,5;75;140,625;19,66419164;90;128;159;7.85
2416;1062,5;85;159,375;19,64277315;69;147;109;11.41
2417;1125;90;168,75;19,62009475;79;136;191;7.58
2418;1125;90;168,75;19,59741634;53;97;183;11.26
2419;1125;90;168,75;19,57473794;63;124;137;12.18
2420;1125;90;168,75;19,55205954;65;90;194;10.95
2421;1125;90;168,75;19,52938113;55;147;127;7.83
2422;1250;100;187,5;19,50418291;53;131;121;12.49
2423;1250;100;187,5;19,47898468;83;109;143;7.68
2424;1250;100;187,5;19,45378645;55;136;107;6.6
2425;1250;100;187,5;19,42858823;68;103;145;12.43
2426;1250;100;187,5;19,40339;52;94;105;8.19
2427;1250;100;187,5;19,37819178;52;107;144;8.78
2428;600;48;90;19,36609663;81;107;155;7.45
2429;600;48;90;19,35400148;57;126;197;12.85
2430;600;48;90;19,34190633;52;132;125;12.6
2431;437,5;35;65,625;19,33308695;59;139;170;11.04
2432;275;22;41,25;19,32754334;53;136;149;7.74
2433;837,5;67;125,625;19,31066053;72;105;198;7.19
2434;837,5;67;125,625;19,29377772;79;144;123;12.26
2435;1087,5;87;163,125;19,27185526;55;115;160;12.64
2436;1087,5;87;163,125;19,2499328;77;121;194;9.38
2437;1087,5;87;163,125;19,22801035;98;109;172;7.73
2438;1087,5;87;163,125;19,20608789;75;126;119;6.01
2439;1087,5;87;163,125;19,18416543;65;119;163;7.6
2440;537,5;43;80,625;19,1733302;96;148;181;7.23
2441;287,5;23;43,125;19,16753461;76;124;174;6.72
2442;700;56;105;19,1534236;98;113;158;11.22
2443;975;78;146,25;19,13376898;92;126;191;7.38
2444;975;78;146,25;19,11411437;90;100;139;6.51
2445;975;78;146,25;19,09445975;55;131;152;12.64
2446;975;78;146,25;19,07480513;81;114;198;6.68
2447;975;78;146,25;19,05515052;87;108;198;6.87
2448;1225;98;183,75;19,03045626;82;104;186;12.42
2449;1225;98;183,75;19,00576199;61;135;182;8.48
2450;1225;98;183,75;18,98106773;74;127;165;8.74
2451;1225;98;183,75;18,95637347;67;96;192;9.63
2452;950;76;142,5;18,93722282;55;139;119;8.04
2453;950;76;142,5;18,91807217;90;96;147;6.72
2454;950;76;142,5;18,89892152;74;109;162;12.15
2455;700;56;105;18,88481051;69;95;125;9.98
2456;700;56;105;18,8706995;65;105;185;11.99
2457;700;56;105;18,8565885;67;119;101;8.9
2458;562,5;45;84,375;18,84524929;79;143;157;12.13
2459;562,5;45;84,375;18,83391009;81;115;173;10.6
2460;150;12;22,5;18,83088631;55;128;138;9.3
2461;287,5;23;43,125;18,82509071;87;135;162;12.1
2462;425;34;63,75;18,81652332;55;93;151;10.5
2463;562,5;45;84,375;18,80518412;71;130;118;12.52
2464;812,5;65;121,875;18,78880527;80;94;151;12.28
2465;1000;80;150;18,76864669;70;99;104;11.4
2466;1000;80;150;18,74848811;77;135;188;10.57
2467;1000;80;150;18,72832953;83;131;185;10.77
2468;1000;80;150;18,70817094;53;118;159;8.37
2469;1000;80;150;18,68801236;71;147;101;8.76
2470;1087,5;87;163,125;18,66608991;81;123;198;6.34
2471;1087,5;87;163,125;18,64416745;53;119;191;7.77
2472;1087,5;87;163,125;18,62224499;67;138;161;12.29
2473;1087,5;87;163,125;18,60032254;66;145;186;9.28
2474;1150;92;172,5;18,57714017;50;114;192;7.39
2475;1150;92;172,5;18,5539578;85;109;186;6.19
2476;1162,5;93;174,375;18,53052345;93;94;152;10.15
2477;1162,5;93;174,375;18,5070891;83;133;107;11.6
2478;962,5;77;144,375;18,48768647;84;130;116;12.01
2479;962,5;77;144,375;18,46828383;99;131;117;6.97
2480;962,5;77;144,375;18,4488812;91;95;110;7.86
2481;975;78;146,25;18,42922658;65;92;100;9.45
2482;1087,5;87;163,125;18,40730413;76;100;175;9.55
2483;1087,5;87;163,125;18,38538167;86;105;127;7.86
2484;1087,5;87;163,125;18,36345921;84;103;133;7.2
2485;1087,5;87;163,125;18,34153676;74;138;103;8.24
2486;1087,5;87;163,125;18,3196143;51;105;114;6.44
2487;1087,5;87;163,125;18,29769184;98;117;104;11.03
2488;1087,5;87;163,125;18,27576939;72;140;133;6.9
2489;975;78;146,25;18,25611477;62;146;154;12.28
2490;975;78;146,25;18,23646015;88;90;178;12.26
2491;975;78;146,25;18,21680554;91;98;107;6.03
2492;975;78;146,25;18,19715092;88;92;118;8.93
2493;875;70;131,25;18,17951216;75;98;195;6.03
2494;875;70;131,25;18,1618734;87;101;117;7.99
2495;875;70;131,25;18,14423465;66;114;145;12.0
2496;875;70;131,25;18,12659589;56;136;158;10.73
2497;875;70;131,25;18,10895713;50;133;167;10.42
2498;812,5;65;121,875;18,09257828;78;142;188;10.56
2499;812,5;65;121,875;18,07619944;87;126;124;6.33
2500;812,5;65;121,875;18,05982059;99;141;155;8.69
2501;812,5;65;121,875;18,04344174;85;145;108;9.15
2502;812,5;65;121,875;18,02706289;68;115;121;9.39
2503;812,5;65;121,875;18,01068405;62;128;158;12.1
2504;750;60;112,5;17,99556511;96;133;187;8.05
2505;750;60;112,5;17,98044618;62;116;112;12.12
2506;750;60;112,5;17,96532724;72;120;173;8.71
2507;750;60;112,5;17,95020831;79;116;124;9.61
2508;750;60;112,5;17,93508937;88;134;153;11.02
2509;875;70;131,25;17,91745061;82;118;184;12.03
2510;875;70;131,25;17,89981185;79;120;111;10.29
2511;875;70;131,25;17,8821731;99;97;119;8.79
2512;875;70;131,25;17,86453434;51;125;181;12.56
